,0,1,2,3,4,5,6,7,8,9
0,none,l1 pant,none,none,none,none,none,none,none,none
1,none,season:,none,winter 2017/2018,none,contractor:,none,soluna,none,none
2,none,style number:,none,l1-207-17,none,date created:,none,2016-02-19 00:00:00,none,none
3,none,style name:,none,slim basic pant,none,date revised:,none,none,none,none
4,none,waterproof/breathability:,none,marked as: 10k/10k,none,block:,none,l1-203-16 slim chino reference sample       ,none,none
5,none,seam sealining:,none,critically taped,none,fit:,none,slim ,none,none
6,none,insulation:,none,shell,none,target fob:,none,30,none,none
8,zippers,item,supplier/ ref number,amount,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
9,fly ,#5 coil ,ykk dalh // 1-way locking,1,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none
10,back right pocket,#5 coil ,non ykk dadr4 l-type drop// 1-way locking,1 per side = 2,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none
11,hem,#5 coil ,non ykk dadhr diecast wire // 1-way locking,1 per side = 2,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none
13,l1 branded trims,item,supplier/ ref number,amount,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
14,waist closure,17mm donut post shank,supplier /l1-2016-trim-005,1,matte black,none,none,none,none,none
15,hand  & back left pocket edges,10mm denim rivet ,14-l1sp-089,6,matte black,none,none,none,none,none
16,back right waist band,"l1  patch 
with deboss 2",l1-2017-trim-104,1,black,none,none,none,none,none
17,back left pocket ,l1 small faux suede patch,l1-2017-trim-106,1,black,none,none,none,none,none
18,front left hem,l1 embroidery large,factory sorced // l1-2016-trim-027,1,dtm shell,none,none,none,none,none
20,snaps,#5 coil ,#ref!,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,0
21,"""finger snap hem adjust"" back leg hem",24l metal snap,none,1 per side = 2,psudo anti silver/ black cap,none,none,none,none,none
23,other trims,item,supplier/ ref number,amount,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
24,right hand pocket,key clip,j&k // hk-001,1,black,none,none,none,none,none
25,front of leg gaiter,metal boot hook,supplier / ref number,1 per side = 2,black,none,none,none,none,none
27,webbing & elastic,item,supplier/ ref number,amount,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
28,keyclip loop right hand pocket,"1/4"" flat webbing x 1 3/4"" loop",none,1,black,none,none,none,none,none
29,boot hook reinforcement,"webbing 1"" tab",none,1 per side = 2,black,none,none,none,none,none
30,"""finger snap hem adjust"" reinforcement","webbing 1"" tab",none,1 per side = 2,black,none,none,none,none,none
31, leg gaiter elastic,23mm non logo gripper elastic,none,1 per side = 2,black,none,none,none,none,none
33,thread,spi,supplier/ ref number,amount,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
34,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),# 604 tseu,regular thread,matching,we have had ripping problems in the past,none,none,none,none
35,denim weight topstitch,8-10 spi,#606 tseu,heavy weight topstitch thread,matching,none,none,none,none,none
36,bartacks,none,# 604 tseu,regular thread,matching,none,none,none,none,none
38,l1 marketing,item,supplier/ ref number,amount,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
39,front left belt loop,l1 pant hang tag,supplier // ,1,l1 pant hang tag,none,none,none,none,none
40,front left belt loop behind main hang tag,l1 pant fit hang tag ,supplier // slim,1,l1 pant fit hang tag  //  slim,none,none,none,none,none
41,center back waist band facing,l1 pant size label,l1 pant size label,1,l1 pant size label,none,none,none,none,none
42,lining front right,l1 main label,slim fit // 10k/10k // critically taped ,1,slim fit // 10k/10k // critically taped ,none,none,none,none,none
43,lining left side seam,address label,sew as loop,1,address label,none,none,none,none,none
44,lining left side seam,content label,sew as loop,1,content label,none,none,none,none,none
45,lining left side seam,address label,sew as loop,1,address label,none,none,none,none,none
46,front left belt loop to attach hang tags,clear zip tie,supplier // ,1,clear zip tie,none,none,none,none,none
