,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,supplier,ref,qty,price/unit,unit,fabric,trims,outer,inner
145,lm792 2.5l,"shell fabric at side hood panels, front collar, sleeves, front and back body, outer cuff,  self fabric binding (where needed) and binding at cf zipper tape edge, windflap, back hood tunnel",,,,,plum violet,carrot orange,dark blue,,,,,,scott usa,w trail mtn wb 40 jacket,premiere,,,5,yard,1,0,1,0
146,sotl085-pu01,"shell fabric at side hood panels, front collar, sleeves, front and back body, outer cuff,  self fabric binding (where needed) and binding at cf zipper tape edge, windflap, back hood tunnel",,,,,,,,dark grey melange,,,,,scott usa,w trail mtn wb 40 jacket,solis,,,3,yard,1,0,1,0
147,lm792 2.5l,"shell fabric at middle hood panel, side seam panels",,,,,carrot orange,carrot orange,dark blue,,,,,,scott usa,w trail mtn wb 40 jacket,premiere,,,5,yard,1,0,1,0
148,sotl085-pu01,"shell fabric at middle hood panel, side seam panels",,,,,,,,dark grey melange,,,,,scott usa,w trail mtn wb 40 jacket,solis,,,3,yard,1,0,1,0
149,sck-757s,inner knit cuffs,,,,,caviar black,caviar black,caviar black,caviar black,,,,,scott usa,w trail mtn wb 40 jacket,singtex,,,4.8,yard,1,0,1,0
150,l1025 sw,non woven interlining,,,,windflap,stock white,stock white,stock white,stock white,,,,,scott usa,w trail mtn wb 40 jacket,r.m. interlinings ltd.,,,0.1,yard ,0,1,1,0
151,ym11-3527,1 layer stretch mesh,,,,pocket bag,dark grey,dark grey,dark grey,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,youngone,,,2.7,yard,0,1,1,0
152,cifor-39 dsbyg (h3),"#3 coil, open end, right insert, dsbyg slider ",,,,cf zipper,bayberry green,plum violet,dark blue,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,ykk,,1,,0,0,1,1,0
153,chc-36 dadr2a e  ,"#3 invisible coil, closed end, dadr2a slider",,,,right side seam small pocket zipper,bayberry green,plum violet,dark blue,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,ykk,,1,,0,0,1,1,0
154,tba,reflective webbing,,,, back hood pull,reflective silver,reflective silver,reflective silver,reflective silver,,,,,scott usa,w trail mtn wb 40 jacket,tba,,1,0.35,yard,0,1,1,0
155,"1/4"" elastic","1/4"" elastic",,,,sides of hood,stock white,stock white,stock white,stock white,,,,,scott usa,w trail mtn wb 40 jacket,woosung  ,,,0.056,yard,0,1,1,0
156,"1"" elastic","1"" elastic",,,,"back cuff, front hem",white,white,white,white,,,,,scott usa,w trail mtn wb 40 jacket,woosung  ,,,,yard,0,1,1,0
157,pca224,cordlock,,,,back of hood (1),dark grey,dark grey,dark grey,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,utx,,1,0.06,0.058,0,1,1,0
158,10mm grosgrain ribbon,grosgrain ribbon           ,,,,anchor for pca224 cordlock at back hood,dark grey,dark grey,dark grey,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,woosung,,,0.05,yard,0,1,1,0
159,2mm shockcord,custom braid,,,,hood,bayberry green,plum violet,orchid violet,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,woosung  ,,,0.11,yard,0,1,1,0
160,7mm thread eyelet,thread eyelet,,,,back of hood adjustment shockcord exit,carrot orange,carrot orange,dark blue,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,coats,,1,,yard,0,1,1,0
161,thad01p10gbk10,10mm reflective perf tape,,,,cb neck,graphite black,graphite black,graphite black,graphite black,,,,,scott usa,w trail mtn wb 40 jacket,jrc,,,,yard,0,1,1,0
162,rht-004,reflective heat transfer,,,,front left chest,reflective opal green,reflective plum violet,reflective orchid purple,reflective silver,,,,,scott usa,w trail mtn wb 40 jacket,tba,,1,0.44,0.44,0,1,1,0
163,rht-009,reflective heat transfer,,,,right bicep,reflective opal green,reflective plum violet,reflective orchid purple,reflective silver,,,,,scott usa,w trail mtn wb 40 jacket,tba,,1,0.556,0.556,0,1,1,0
164,laser cut holes,laser cut holes,,,,under venting flap (front & back),x,x,x,x,,,,,scott usa,w trail mtn wb 40 jacket,factory,,,,0,0,1,1,0
165,w_t43_bd,heat transfer main interior label w/size/country,,,,interior cb neck,x,x,x,x,,,,,scott usa,w trail mtn wb 40 jacket,wwd,,1,0.13,0.13,0,1,1,0
166,sco-lb-adrs    ,address/rn & ca #s           ,,,,under normal care label      ,x,x,x,x,,,,,scott usa,w trail mtn wb 40 jacket,daeyong ,,1,0.06,0.06,0,1,1,0
167,8mm grosgrain ,grosgrain,,,,locker loop,dark grey,dark grey,dark grey,dark grey,,,,,scott usa,w trail mtn wb 40 jacket,woosung,,,0.04,yard,0,1,1,0
168,ccl-094,care content labels,,,,interior left side seam,x,x,x,,,,,,scott usa,w trail mtn wb 40 jacket,daeyong,,1,0.035,0.035,0,1,1,0
169,ccl-001,care content labels,,,,interior left side seam,,,,x,,,,,scott usa,w trail mtn wb 40 jacket,daeyong,,1,0.035,0.035,0,1,1,0
170,po label,po label- for bulk only!,,,,under normal care label      ,white,white,white,white,,,,,scott usa,w trail mtn wb 40 jacket,daeyong ,,1,0.005,0.005,0,1,1,0
171,4560,"collar, chest, sleeves, back yoke, back body",,,,,mahogany red,caviar black,nightfall blue,,,,,,scott usa,w  defined merino po,dti,,,11.87,meter,1,0,1,0
172,sck-757s,"cuffs, hem collar facing",,,,,ruby red,mahogany red,nightfall blue,,,,,,scott usa,w  defined merino po,singtex,,,4.8,yard,1,0,1,0
173,gramax thread,normal flatlock,,,,cb yoke and top collar,mahogany red,caviar black,nightfall blue,,,,,,scott usa,w  defined merino po,coats,,,,,0,1,1,0
174,dp-634,direct matte print,,,,upper left chest,ruby red,mahogany,darker nightfall blue,,,,,,scott usa,w  defined merino po,taekwang,,,0.38,0,0,1,1,0
175,dp-755,direct matte print,,,,left cuff,ruby red,mahogany,darker nightfall blue,,,,,,scott usa,w  defined merino po,taekwang,,1,0.38,0.38,0,1,1,0
176,ats,ats,,,,collar drawcord exit,caviar black,caviar black,caviar black,,,,,,scott usa,w  defined merino po,factory,,,,0,0,1,1,0
177,w-int-20,w's main interior label           ,,,,cb neck seam      ,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0.108,0.108,0,1,1,0
178,8mm grosgrain ribbon    ,grosgrain ribbon           ,,,,cb neckseam locker loop      ,dark grey,dark grey,dark grey,,,,,,scott usa,w  defined merino po,woosung  ,,1,0,0,0,1,1,0
179,sco-41    ,country of origin           ,,,,cb neck seam under main interior label      ,,,,,,,,,scott usa,w  defined merino po,daeyong,,1,0.015,0.015,0,1,1,0
180,tba,care content labels,,,,left side seam,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0.03,0.03,0,1,1,0
181,ccl-ht-lb,heat transfer washing instruction label,,,,behind care label,black,black,black,,,,,,scott usa,w  defined merino po,daeyong,,1,0.03,0.03,0,1,1,0
182,sco-lb-can-,customs label,,,,left side seam behind care label,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0.075,0.075,0,1,1,0
183,po label,po label- for bulk only!,,,,left side seam,white,white,white,,,,,,scott usa,w  defined merino po,daeyong ,,1,0.005,0.005,0,1,1,0
184,w-ht-lay,w's layering hangtag         ,,,,left side       ,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0.22,0.22,0,1,1,0
185,hangtag pin,pin for hangtags,,,,left side       ,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0,0,0,1,1,0
186,fit-ht-gen,general fit insert,,,,insert,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0.11,0.11,0,1,1,0
187,fit-ht-athl,athletic fit hangtag,,,,left side,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0.055,0.055,0,1,1,0
188,duro-ht-uv-2,duroshade hangtag,,,,insert,x,x,x,,,,,,scott usa,w  defined merino po,daeyong,,1,0.1,0.1,0,1,1,0
189,mapp    ,mapp hangtag        ,,,,left side,x,x,x,,,,,,scott usa,w  defined merino po,mapp,,1,0,0,0,1,1,0
190,sck-757s,"shell fabric at collar, upper sleeves, upper chest, upper back, lower front body, lower back body, windflap at collar, zipper tape finish, inner placket binding",,,,,mahogany red,caviar black,galaxy blue,nightfall blue,mahogany red,,,,scott usa,w defined mid pullover,singtex,,,4.8,yard,1,0,1,0
191,sck-757s,"shell fabric at underarms, lower sleeves, middle front body, middle back body",,,,,ruby red,caviar black,galaxy blue,nightfall blue,mahogany red,,,,scott usa,w defined mid pullover,singtex,,,4.8,yard,1,0,1,0
192,st967 double weave,bonded overlay at lower right pocket,,,,,caviar black,caviar black,irong grey,nightfall blue,caviar black,,,,scott usa,w defined mid pullover,premiere,,,4.64,yard,1,0,1,0
193,cfc-39 dsbsos02a (h3)       ,"#3 coil, closed end, dsbsos02a slider",,,,cf zipper,ruby red,caviar black,galaxy blue,nightfall blue,ruby red,,,,scott usa,w defined mid pullover,ykk,,1,0.36,0.36,0,1,1,0
194,cfc-36 dablh (e)           ,"#3 coil, closed end, dablh slider",,,,lower right pocket ,ruby red,caviar black,galaxy blue,nightfall blue,ruby red,,,,scott usa,w defined mid pullover,ykk,,1,0.15,0.15,0,1,1,0
195,zp-562/3    ,pop in puller           ,,,,lower right pocket,caviar black,caviar black,galaxy blue,nightfall blue,caviar black,,,,scott usa,w defined mid pullover,utx,,1,0.049,0.049,0,1,1,0
196,gramax thread,normal flatlock,,,,all flatlock seams,mahogany red,caviar black,galaxy blue,nightfall blue,mahogany red,,,,scott usa,w defined mid pullover,coats,,,,,0,1,1,0
197,dp-634,direct matte print,,,,upper left front,ruby red,mahogany red,pacific blue,darker nightfall blue,ruby red,,,,scott usa,w defined mid pullover,taekwang,,1,0.38,0.38,0,1,1,0
198,dp-755,direct matee print,,,,left sleeve at cuff,mahogany red,mahogany red,pacific blue,darker nightfall blue,ruby red,,,,scott usa,w defined mid pullover,taekwang,,1,0.38,0.38,0,1,1,0
199,w-int-size,w's main interior label           ,,,,cb neck seam      ,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.045,0.045,0,1,1,0
200,8mm grosgrain ribbon    ,grosgrain ribbon           ,,,,cb neckseam locker loop      ,dark grey,dark grey,dark grey,dark grey,dark grey,,,,scott usa,w defined mid pullover,woosung  ,,1,0,0,0,1,1,0
201,ccl-149,care content labels,,,,left side seam,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.03,0.03,0,1,1,0
202,po label,po label- for bulk only!,,,,left side seam,white,white,white,white,white,,,,scott usa,w defined mid pullover,daeyong ,,1,0.005,0.005,0,1,1,0
203,w-ht-lay,w's layering hangtag         ,,,,left side       ,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.22,0.22,0,1,1,0
204,hangtag chain,chain for hangtag,,,,left side       ,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.06,0.06,0,1,1,0
205,fit-ht-gen,general fit insert,,,,insert,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.11,0.11,0,1,1,0
206,fit-ht-athl,athletic fit hangtag,,,,top of hang tag,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.055,0.055,0,1,1,0
207,duro-ht-4s-2,duroxpand hangtag,,,,insert,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.1,0.1,0,1,1,0
208,duro-ht-uv-2,duroshade hangtag,,,,insert,x,x,x,x,x,,,,scott usa,w defined mid pullover,daeyong,,1,0.1,0.1,0,1,1,0
209,fe529-a,"hood, collar, front body, inner sleeves, back body, cb, windflap",,,,,melon red,galaxy blue,nightfall blue,rainforest gree,ruby red,,,,scott usa,w defined plus jkt,premiere,,,,yard,1,0,1,0
210,fe529-a,"shoulders and outer sleeves, sleeve zipper garage",,,,,nightfall blue,galaxy blue,nightfall blue,rainforest green,ruby red,,,,scott usa,w defined plus jkt,premiere,,,,yard,1,0,1,0
211,cifor-56 da8blh (e) ,"#5 coil, open end, right insert, da8blh slider ",,,,cf zipper,nightfall blue,pacific blue,nightfall blue,nightfall blue,mahogany red,,,,scott usa,w defined plus jkt,ykk,,1,0.49,0.49,0,1,1,0
212,cfc-36 dablh (e),"#3 coil, closed end, dablh slider",,,,sleeve pocket,nightfall blue,pacific blue,nightfall blue,nightfall blue,mahogany red,,,,scott usa,w defined plus jkt,ykk,,1,0.15,0.15,0,1,1,0
213,chc-36 dadr2a (e),"#3 invisible coil, closed end, dadr2a ",,,,hand pockets,melon red,galaxy blue,nightfall blue,nightfall blue,ruby red,,,,scott usa,w defined plus jkt,ykk,,2,0.27,0.54,0,1,1,0
214,zp-561/5    ,pop in puller- #5       ,,,,cf zipper,nightfall blue,galaxy blue,nightfall blue,nightfall blue,caviar black,,,,scott usa,w defined plus jkt,utx,,1,0.05,0.05,0,1,1,0
215,zp-562/3    ,pop in puller- #3        ,,,,sleeve pocket,nightfall blue,galaxy blue,nightfall blue,nightfall blue,caviar black,,,,scott usa,w defined plus jkt,utx,,1,0.049,0.049,0,1,1,0
216,"3/4"" foldable lycra","3/4"" foldable lycra",,,,"hood, cuff, and hem",nightfall blue,galaxy blue,nightfall blue,nightfall blue,caviar black,,,,scott usa,w defined plus jkt,woosung  ,,,0.191,yard,0,1,1,0
217,gramax thread,normal flatlock,,,,"hood, cf, front body, cb body, hem",melon red,galaxy blue,nightfall blue,rainforest gree,ruby red,,,,scott usa,w defined plus jkt,coats,,,,,0,1,1,0
218,gramax thread,normal flatlock,,,,shoulder and sleeves,nightfall blue,galaxy blue,nightfall blue,rainforest gree,ruby red,,,,scott usa,w defined plus jkt,coats,,,,,0,1,1,0
219,dp-634,direct matte print           ,,,,upper left front chest,nightfall blue,pacific blue,melon red,nightfall blue,mahogany red,,,,scott usa,w defined plus jkt,taekwang,,2,0.38,0.76,0,1,1,0
220,dp-755,direct matte print           ,,,,lower left sleeve,melon red,pacific blue,melon red,nightfall blue,mahogany red,,,,scott usa,w defined plus jkt,taekwang,,1,0.38,0.38,0,1,1,0
221,lc holes,laser cut holes,,,,cf collar,x,x,x,x,x,,,,scott usa,w defined plus jkt,factory,,2,,0,0,1,1,0
222,w-int-size,w's main interior label           ,,,,cb neck seam      ,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.045,0.045,0,1,1,0
223,8mm grosgrain ribbon    ,grosgrain ribbon           ,,,,cb neckseam locker loop      ,dark grey,dark grey,dark grey,dark grey,dark grey,,,,scott usa,w defined plus jkt,woosung  ,,1,0,0,0,1,1,0
224,ccl-001,care content labels,,,,left side seam,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.03,0.03,0,1,1,0
225,po label,po label- for bulk only!,,,,left side seam,white,white,white,white,white,,,,scott usa,w defined plus jkt,daeyong ,,1,0.005,0.005,0,1,1,0
226,w-ht-lay,w's layering hangtag         ,,,,left side       ,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.22,0.22,0,1,1,0
227,hangtag chain,chain for hangtag,,,,left side       ,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.06,0.06,0,1,1,0
228,fit-ht-gen,general fit insert,,,,insert,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.11,0.11,0,1,1,0
229,fit-ht-athl,athletic fit hangtag,,,,top of hang tag,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.055,0.055,0,1,1,0
230,dryo-ht-wr-2,dryozone dwr hangtag,,,,insert,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.1,0.1,0,1,1,0
231,duro-ht-uv-2,duroshade hangtag,,,,insert,x,x,x,x,x,,,,scott usa,w defined plus jkt,daeyong,,1,0.1,0.1,0,1,1,0
232,#9068 powerdry,"fabric at main body front and back, collar, sleeves, windflap",,,,,rainforest green,pacific blue,mahogany red,melon red,,,,,scott usa,w  defined polar jkt,polartec,,,11.2,meter,1,0,1,0
233,please source,mesh,,,,"cf zipper tape finish, windflap edge, hand pocket bags",nightfall blue,galaxy blue,caviar black,nightfall blue,,,,,scott usa,w  defined polar jkt,,,,2.05,yard,1,0,1,0
234,l1025 sw,non woven interlining,,,,windflap,x,x,x,x,,,,,scott usa,w  defined polar jkt,r.m. interlinings ltd.,,,0.1,yard,1,0,1,0
235,cifor-39 dsbyg (h3),"#3 coil, open end, right insert, dsbyg slider",,,,cf zipper,nightfall blue,galaxy blue,ruby red,nightfall blue,,,,,scott usa,w  defined polar jkt,ykk,,1,,0,0,1,1,0
236,cfc-36 dablh (e),"#3 coil, closed end, dablh slider ",,,,hand pocket zippers,nightfall blue,galaxy blue,ruby red,nightfall blue,,,,,scott usa,w  defined polar jkt,ykk,,2,0.15,0.3,0,1,1,0
237,zp-561/5    ,pop in puller           ,,,,cf zipper,nightfall blue,galaxy blue,caviar black,nightfall blue,,,,,scott usa,w  defined polar jkt,utx,,1,0.05,0.05,0,1,1,0
238,zp-562/3    ,pop in puller           ,,,,hand pockets,nightfall blue,galaxy blue,caviar black,nightfall blue,,,,,scott usa,w  defined polar jkt,utx,,2,0.049,0.147,0,1,1,0
239,normal flatlock stitch,flatlock stitch,,,,all seams,rainforest green,pacific blue,mahogany red,melon red,,,,,scott usa,w  defined polar jkt,coats-ns,,,,,0,1,1,0
240,dp-634,direct matte print,,,,left chest,nightfall blue,galaxy blue,ruby red,nightfall blue,,,,,scott usa,w  defined polar jkt,taekwang,,1,0.38,0.38,0,1,1,0
241,dp-755,direct matte print,,,,right cuff,nightfall blue,galaxy blue,ruby red,nightfall blue,,,,,scott usa,w  defined polar jkt,taekwang,,1,0.38,0.38,0,1,1,0
242,phtw-15 ,polartec heat transfer ,,,,right hem,white,white,white,white,,,,,scott usa,w  defined polar jkt,polartec,,1,0,0,0,1,1,0
243,w-int-20,w's main interior label ,,,,cb neck,x,x,x,x,,,,,scott usa,w  defined polar jkt,daeyong,,1,0.15,0.15,0,1,1,0
244,8mm grosgrain webbing,webbing,,,,locker loop,dark grey,dark grey,dark grey,dark grey,,,,,scott usa,w  defined polar jkt,daeyong ,,1,0.34,yard,0,1,1,0
245,sco-41    ,country of origin           ,,,,cb neckseam      ,x,x,x,x,,,,,scott usa,w  defined polar jkt,daeyong,,1,0.015,0.015,0,1,1,0
246,ccl-020,care content labels,,,,left side seam,x,x,x,x,,,,,scott usa,w  defined polar jkt,daeyong,,1,0.035,0.035,0,1,1,0
247,po label,po label- for bulk only!,,,,left side seam,white,white,white,white,,,,,scott usa,w  defined polar jkt,daeyong ,,1,0.005,0.005,0,1,1,0
248,w-ht-lay,w's layering hangtag         ,,,,chain at left sleeve pocket,x,x,x,x,,,,,scott usa,w  defined polar jkt,daeyong ,,1,0.22,0.22,0,1,1,0
249,hangtag chain,chain for hangtag,,,,left side       ,x,x,x,x,,,,,scott usa,w  defined polar jkt,daeyong,,1,0.06,0.06,0,1,1,0
250,fit-ht-gen,general fit hang tag,,,,chain at left sleeve pocket,x,x,x,x,,,,,scott usa,w  defined polar jkt,daeyong,,1,0.11,0.11,0,1,1,0
251,fit-ht-ath,athletic fit hangtag,,,,chain at left sleeve pocket,x,x,x,x,,,,,scott usa,w  defined polar jkt,daeyong,,1,0.055,0.055,0,1,1,0
252,ppg-15,polartec powergrid hangtag,,,,chain at left sleeve pocket,x,x,x,x,,,,,scott usa,w  defined polar jkt,polartec,,1,0,0,0,1,1,0
253,porptec-15,polartec polygeine hangtag,,,,chain at left sleeve pocket,x,x,x,x,,,,,scott usa,w  defined polar jkt,polartec,,1,0,0,0,1,1,0
254,meln135,"collar, collar facing, shoulder and upper inside sleeve, back yoke",,,,,melon red,mahogany red,melon red,moroccan red,caviar black,,,,scott usa,w defined tech jkt,premiere,,,5.16,yard,1,0,1,0
255,meln135,"front body, outer and lower sleeves, back body",,,,,nightfall blue,mahogany red,melon red,moroccan red,caviar black,,,,scott usa,w defined tech jkt,premiere,,,5.16,yard,1,0,1,0
256,please source,mesh           ,,,,lower right pocket bag,nightfall blue,caviar black,nightfall blue,moroccan red,caviar black,,,,scott usa,w defined tech jkt,,,,0.97,yard,1,0,1,0
257,fs-1175,self fabric binding,,,,"cf zipper tape finish, interior seam binding at armholes only",nightfall blue,caviar black,nightfall blue,moroccan red,caviar black,,,,scott usa,w defined tech jkt,forus,,,2.05,yard,1,0,1,0
258,cifor-56 da8blh1 (e)           ,"#5 coil, open end, left insert, da8blh1 slider ",,,,cf zipper,nightfall blue,mahogany red,nightfall blue,moroccan red,caviar black,,,,scott usa,w defined tech jkt,ykk,,1,0.49,0.49,0,1,1,0
259,chc-36 dadr2a (e),"#3 invisible coil, closed end, dadr2a ",,,,lower right pocket,nightfall blue,mahogany red,nightfall blue,moroccan red,caviar black,,,,scott usa,w defined tech jkt,ykk,,1,0.34,0.34,0,1,1,0
260,zp-561/5    ,pop in puller- #5       ,,,,cf zipper,nightfall blue,caviar black,nightfall blue,moroccan red,caviar black,,,,scott usa,w defined tech jkt,utx,,1,0.05,0.05,0,1,1,0
261,"3/4"" foldable lycra","3/4"" foldable lycra",,,,"cf, collar, hem, and cuff",nightfall blue,mahogany red,nightfall blue,moroccan red,caviar black,,,,scott usa,w defined tech jkt,woosung  ,,,0.191,yard,0,1,1,0
262,dp-634,direct matte print           ,,,,left front chest,melon red,ruby red,nightfall blue,darker moroccan red,mahogany red,,,,scott usa,w defined tech jkt,taekwang,,1,0.38,0.38,0,1,1,0
263,dp-755,direct matte print           ,,,,left cuff,melon red,ruby red,nightfall blue,darker moroccan red,mahogany red,,,,scott usa,w defined tech jkt,taekwang,,1,0.38,0.38,0,1,1,0
264,w-int-size,w's main interior label           ,,,,cb neck seam      ,x,x,x,x,x,,,,scott usa,w defined tech jkt,daeyong,,1,0.045,0.045,0,1,1,0
